addressid,customer_city,customer_country,customer_state,customer_zipcode,customer_streetname,customer_streetnumber
10960,Broomfield,USA,CO,80020,Easy Parade,1996
10961,Waipahu,USA,HI,96797,Blue Path,8094
10962,Richmond,USA,TX,77469,Noble Prairie Quay,9772
10963,Chicago,USA,IL,60617,Red Wharf ,4696
10964,Huntington Beach,USA,CA,92646,Hazy Wagon  Thicket,2878
10965,Caguas,Puerto Rico,PR,725,Indian Passage,2805
10966,Corona,USA,NY,11368,High Bank,5002
10967,Caguas,Puerto Rico,PR,725,Cinder Square,5744
10968,San Sebastian,Puerto Rico,PR,685,Grand Orchard,331
10969,Longmont,USA,CO,80501,Rocky Oak Falls,5493
10970,Caguas,Puerto Rico,PR,725,Sleepy Nectar Gardens,8548
10971,Gaithersburg,USA,MD,20878,Cotton Pond Farm,6025
10972,San Diego,USA,CA,92104,Fallen Lane ,1840
10973,Caguas,Puerto Rico,PR,725,Foggy Highway,7971
10974,Washington,USA,DC,20019,Red Dale,1491
10975,Caguas,Puerto Rico,PR,725,Crystal Path,866
10976,Oregon City,USA,OR,97045,Burning Cider Green,9673
10977,Oxnard,USA,CA,93033,Sunny Forest Place,1229
10978,Caguas,Puerto Rico,PR,725,Clear Corner,9394
10979,Long Beach,USA,CA,90806,Pleasant Branch Corners,1295
10980,Caguas,Puerto Rico,PR,725,Wishing View Villas,7086
10981,Caguas,Puerto Rico,PR,725,Jagged Subdivision,5352
10982,Rego Park,USA,NY,11374,Cotton Limits,2930
10983,Caguas,Puerto Rico,PR,725,Dusty View Mountain,8549
10984,Caguas,Puerto Rico,PR,725,Sunny Valley,7302
10985,Ridgewood,USA,NY,11385,Gentle Way,3691
10986,Atlanta,USA,GA,30318,Pleasant Campus,2649
10987,Caguas,Puerto Rico,PR,725,Lazy Wagon  Swale,8111
10988,Caguas,Puerto Rico,PR,725,Stony Wharf,1974
10989,Caguas,Puerto Rico,PR,725,Umber Green,4967
10990,Reseda,USA,CA,91335,Blue Blossom Jetty,5364
10991,San Marcos,USA,CA,92069,Little Grove,4466
10992,Detroit,USA,MI,48205,Crystal Campus,5753
10993,Tucson,USA,AZ,85705,Merry Road,9559
10994,West New York,USA,NJ,7093,Misty Forest ,325
10995,Tempe,USA,AZ,85283,Cozy Ledge,6120
10996,Glen Burnie,USA,MD,21061,Middle Willow Promenade,3662
10997,Augusta,USA,GA,30907,Shady Gardens,9674
10998,Westminster,USA,CA,92683,Red Quail Wood,5509
10999,Lenoir,USA,NC,28645,Dusty Pine Green,1034
11000,New York,USA,NY,10033,Wishing Falls ,7557
11001,Fullerton,USA,CA,92833,Cotton Oak Grove,4908
11002,New Haven,USA,CT,6511,Rustic River Thicket,1185
11003,La Crosse,USA,WI,54601,Jagged Apple Dale,4208
11004,Hamilton,USA,OH,45013,Crystal Thicket,9190
11005,West Jordan,USA,UT,84084,Blue Brook End,1134
11006,Livermore,USA,CA,94550,Pleasant Nectar Route,8421
11007,Augusta,USA,GA,30907,Umber View Farms,4647
11008,Brownsville,USA,TX,78521,Heather Plaza,6303
11009,Everett,USA,WA,98208,Silent Pointe,4110
11010,Long Beach,USA,CA,90813,Quiet Nectar Circuit,5579
11011,Santa Cruz,USA,CA,95060,Easy Barn Byway,2929
11012,Milford,USA,CT,6460,Dewy Plaza,141
11013,Spring Valley,USA,CA,91977,Dusty Island,8143
11014,Oxnard,USA,CA,93033,Quiet Spring Wynd,9950
11015,Katy,USA,TX,77450,Harvest Boulevard,6063
11016,Caguas,Puerto Rico,PR,725,Sunny Barn Quay,5032
11017,Colorado Springs,USA,CO,80918,Green Run,7383
11018,West Chester,USA,PA,19380,Cotton Heath,3874
11019,Caguas,Puerto Rico,PR,725,Wishing Ledge ,9847
11020,North Hollywood,USA,CA,91605,Honey Rabbit Link,1315
11021,Chicago,USA,IL,60647,Burning Park,7011
11022,El Paso,USA,TX,79924,High Trail,3262
11023,Apex,USA,NC,27502,Umber Cloud Arbor,3663
11024,San Diego,USA,CA,92102,Little Brook Thicket,1995
11025,Caguas,Puerto Rico,PR,725,Hidden Forest Way,4063
11026,Stockton,USA,CA,95207,Sunny Via,9897
11027,Caguas,Puerto Rico,PR,725,Jagged Oak Abbey,5985
11028,Santa Clara,USA,CA,95051,Golden Cider Circle,3180
11029,San Diego,USA,CA,92113,Bright Ledge,2649
11030,Caguas,Puerto Rico,PR,725,Jagged Bank,2
11031,Caguas,Puerto Rico,PR,725,Hidden Crescent,9335
11032,Caguas,Puerto Rico,PR,725,Stony Wharf ,1974
11033,Riverside,USA,CA,92503,Bright Rise Via,7510
11034,Phoenix,USA,AZ,85029,Heather Orchard,338
11035,Caguas,Puerto Rico,PR,725,Blue Wagon Cove,5784
11036,Los Angeles,USA,CA,90043,Lost Willow Landing,541
11037,Brooklyn,USA,NY,11216,Shady Leaf Rise,8335
11038,Medford,USA,MA,2155,Hazy Close,4271
11039,Arecibo,Puerto Rico,PR,612,Jagged Nectar Valley,7652
11040,Garland,USA,TX,75040,Golden Expressway,3614
11041,Chicago,USA,IL,60651,Foggy Estates,7897
11042,Bronx,USA,NY,10472,Little Alley,6415
11043,Dallas,USA,TX,75216,Cinder Heights,9674
11044,Caguas,Puerto Rico,PR,725,Noble Swale,75
11045,Winnetka,USA,CA,91306,Old Cider Gardens,3137
11046,Glendale,USA,AZ,85301,Silver Horse Autoroute,3099
11047,Saint Paul,USA,MN,55104,Stony Valley,4421
11048,Caguas,Puerto Rico,PR,725,Burning Timber Ridge,4402
11049,Kaneohe,USA,HI,96744,Noble Acres,9295
11050,Santa Clara,USA,CA,95051,Gentle Arbor,5951
11051,Ypsilanti,USA,MI,48197,Indian Walk,6715
11052,New York,USA,NY,10031,Pleasant Parade,2737
11053,Edison,USA,NJ,8817,Colonial Butterfly Stead,125
11054,Caguas,Puerto Rico,PR,725,Gentle Wynd,4788
11055,Los Angeles,USA,CA,90033,Quaking Avenue,1258
11056,Tracy,USA,CA,95376,Burning Beacon Boulevard,3151
11057,Dallas,USA,TX,75227,Hidden Dale,6540
11058,Caguas,Puerto Rico,PR,725,Colonial Bear Centre,6386
11059,Columbia,USA,MO,65203,Broad Bear Island,9700
11060,Las Vegas,USA,NV,89117,Quaking Bear Valley,4746
11061,Crystal Lake,USA,IL,60014,High Creek Nook,2036
11062,Caguas,Puerto Rico,PR,725,Grand Corner,444
11063,Aurora,USA,CO,80015,Clear Goose Lane,7533
11064,Chicago,USA,IL,60617,Gentle Beacon Meadow,3829
11065,Caguas,Puerto Rico,PR,725,Dusty Fawn Maze,7802
11066,Carolina,Puerto Rico,PR,983,Harvest Woods,6138
11067,Buffalo,USA,NY,14215,Colonial Embers Lane,7353
11068,Ontario,USA,CA,91761,Grand Island Hill,6599
11069,Salt Lake City,USA,UT,84119,Lazy Swale,2714
11070,Compton,USA,CA,90221,Sunny Grounds,8627
11071,Indianapolis,USA,IN,46226,Cozy Pine Way,1548
11072,Napa,USA,CA,94558,Easy Plaza ,1356
11073,Troy,USA,NY,12180,Bright Barn Carrefour,3320
11074,North Hollywood,USA,CA,91605,Clear Towers,6548
11075,Long Beach,USA,CA,90805,Crystal Turnabout,4502
11076,Littleton,USA,CO,80126,Rocky Path,7016
11077,Caguas,Puerto Rico,PR,725,Quaking Butterfly Highlands,5578
11078,Joliet,USA,IL,60435,Hidden Embers Way,1546
11079,Broken Arrow,USA,OK,74012,Foggy Dell ,9022
11080,San Antonio,USA,TX,78207,Blue Isle,1131
11081,Caguas,Puerto Rico,PR,725,Jagged Grove Crescent,1077
11082,Brooklyn,USA,NY,11214,Sleepy Gardens ,6391
11083,Caguas,Puerto Rico,PR,725,Middle Green ,6908
11084,Fairfield,USA,CA,94533,Foggy Corners,2
11085,Columbia,USA,SC,29223,Iron Horse Autoroute,3251
11086,Findlay,USA,OH,45840,Golden Alley,8368
11087,Cumberland,USA,MD,21502,Merry Impasse,2934
11088,Colorado Springs,USA,CO,80906,Quiet Nectar Grounds,7559
11089,Forest Hills,USA,NY,11375,Rustic Beach,9117
11090,Caguas,Puerto Rico,PR,725,Wishing Thicket,9395
11091,San Diego,USA,CA,92113,Old Highlands,7107
11092,Santa Ana,USA,CA,92705,Iron Anchor Circle,6566
11093,Chicago,USA,IL,60615,Thunder Quail Maze,7257
11094,Mission Viejo,USA,CA,92691,Dusty Log Parkway,4984
11095,Memphis,USA,TN,38116,Red Towers,6379
11096,Moline,USA,IL,61265,Tawny Gate Cape,7571
11097,Honolulu,USA,HI,96818,Rustic Elk Heights,7923
11098,Chicago,USA,IL,60614,Emerald Spring Nook,3957
11099,Douglasville,USA,GA,30135,High Lagoon Heath,6567
11100,Lockport,USA,NY,14094,Jagged Townline,6390
11101,Caguas,Puerto Rico,PR,725,Round Range ,6332
11102,Fontana,USA,CA,92336,Burning Glen,673
11103,Union City,USA,CA,94587,Clear Branch Round,5480
11104,Los Angeles,USA,CA,90034,Wishing Nook,7924
11105,Guayama,Puerto Rico,PR,784,Little Blossom Wood,9889
11106,Folsom,USA,CA,95630,Cozy View Orchard,1836
11107,Cleveland,USA,OH,44130,Tawny Range,6289
11108,Caguas,Puerto Rico,PR,725,Lost Hills Maze,37
11109,Columbus,USA,OH,43230,Heather Gate,8548
11110,Mentor,USA,OH,44060,Rustic Zephyr Dale,4196
11111,Caguas,Puerto Rico,PR,725,Red Arbor,2205
11112,Burnsville,USA,MN,55337,Amber Berry Passage,5913
11113,New York,USA,NY,10128,Broad Heights,7885
11114,Clovis,USA,CA,93611,Tawny Berry Court,1247
11115,Glenview,USA,IL,60025,Emerald Rise Place,786
11116,San Jose,USA,CA,95127,Round Vale,119
11117,Caguas,Puerto Rico,PR,725,Broad By-pass,2729
11118,Caguas,Puerto Rico,PR,725,Tawny Fox Circle,7770
11119,Hayward,USA,CA,94544,Noble Hills Wynd,4720
11120,Stockbridge,USA,GA,30281,Cozy Oak Key,1381
11121,Orlando,USA,FL,32825,High Parkway,5147
11122,Chicago,USA,IL,60643,Easy Avenue,482
11123,Daly City,USA,CA,94015,Bright Fawn Stead,3632
11124,Citrus Heights,USA,CA,95610,Tawny Bear Wynd,8550
11125,Tallahassee,USA,FL,32308,Emerald Glen,2749
11126,Marietta,USA,GA,30067,Fallen Ridge,1551
11127,Mount Pleasant,USA,MI,48858,Colonial Edge,7591
11128,Harlingen,USA,TX,78550,Lazy Farms,7678
11129,Chicago,USA,IL,60657,Quaking Run,5016
11130,Los Angeles,USA,CA,90027,Amber Bend,3200
11131,Vega Baja,Puerto Rico,PR,693,Dewy Line,7774
11132,Woodbridge,USA,VA,22192,Quiet Estates,1756
11133,Plymouth,USA,MA,2360,Lost Promenade,6499
11134,Caguas,Puerto Rico,PR,725,Merry Mall ,7486
11135,Katy,USA,TX,77450,Fallen Trace,7129
11136,San Sebastian,Puerto Rico,PR,685,Sunny Walk,3930
11137,San Diego,USA,CA,92154,Lost Common,9634
11138,Caguas,Puerto Rico,PR,725,Little Stead,1286
11139,Pasadena,USA,MD,21122,Hazy Wagon  Thicket,2878
11140,Caguas,Puerto Rico,PR,725,Cozy Freeway,6751
11141,Stockton,USA,CA,95206,Blue Impasse,987
11142,Norcross,USA,GA,30093,Honey River Hill,483
11143,Caguas,Puerto Rico,PR,725,Lazy Forest Falls,7320
11144,Caguas,Puerto Rico,PR,725,Cozy Log Range,437
11145,Caguas,Puerto Rico,PR,725,Broad Carrefour,1802
11146,Houston,USA,TX,77083,Quaking Manor,4362
11147,Caguas,Puerto Rico,PR,725,Noble Elk Harbour,1820
11148,Baltimore,USA,MD,21215,Misty Leaf Inlet,3244
11149,Caguas,Puerto Rico,PR,725,Cinder Orchard,2519
11150,Massapequa,USA,NY,11758,Burning Sky Key,2544
11151,Waipahu,USA,HI,96797,Blue Pioneer Circuit,7430
11152,Caguas,Puerto Rico,PR,725,Dusty Gate Centre,9447
11153,Duluth,USA,GA,30096,Thunder Wagon  Beach,7533
11154,Brooklyn,USA,NY,11203,Crystal Barn End,2863
11155,El Paso,USA,TX,79936,Clear Branch Estates,6819
11156,Orange Park,USA,FL,32073,Fallen Village ,2360
11157,Caguas,Puerto Rico,PR,725,Hazy Path,1116
11158,Caguas,Puerto Rico,PR,725,Red Barn Harbour,9749
11159,Brooklyn,USA,NY,11226,Lazy Blossom Isle,7119
11160,Caguas,Puerto Rico,PR,725,Lazy Robin Freeway,555
11161,Duluth,USA,GA,30096,Cozy Deer Range,3289
11162,Apopka,USA,FL,32703,Red Berry Canyon,5437
11163,Caguas,Puerto Rico,PR,725,Easy Hollow,7928
11164,Caguas,Puerto Rico,PR,725,Velvet Timber Carrefour,2743
11165,Caguas,Puerto Rico,PR,725,Emerald Grove Pines,8497
11166,Fresno,USA,CA,93720,Little Creek Bay,4778
11167,Caguas,Puerto Rico,PR,725,Quaking Concession,2905
11168,Lompoc,USA,CA,93436,Sleepy River Canyon,1761
11169,Brooklyn,USA,NY,11201,Little Sky Avenue,9015
11170,Fremont,USA,CA,94539,Red Acres,404
11171,Jacksonville,USA,FL,32244,Blue Treasure Circuit,9889
11172,Weslaco,USA,TX,78596,Easy Autoroute,9650
11173,Philadelphia,USA,PA,19145,Little Goose Subdivision,9397
11174,Caguas,Puerto Rico,PR,725,Harvest Maze,2121
11175,Caguas,Puerto Rico,PR,725,Indian Autoroute,8808
11176,South Ozone Park,USA,NY,11420,Stony Valley ,5723
11177,Alpharetta,USA,GA,30022,Misty Hills Round,1626
11178,Philadelphia,USA,PA,19139,Pleasant Abbey,5803
11179,Caguas,Puerto Rico,PR,725,Wishing Promenade,1777
11180,Michigan City,USA,IN,46360,Honey Lookout,6174
11181,Guayama,Puerto Rico,PR,784,Dusty Highway,2331
11182,Tinley Park,USA,IL,60477,Foggy Hickory Highlands,5616
11183,Caguas,Puerto Rico,PR,725,Velvet Dale Corners,2924
11184,Chambersburg,USA,PA,17201,High Creek Nook,2036
11185,Caguas,Puerto Rico,PR,725,Crystal Gate,1
11186,San Jose,USA,CA,95112,Round Path,7651
11187,Honolulu,USA,HI,96822,Hidden Parade,7096
11188,New Orleans,USA,LA,70122,Cotton Horse Common,3692
11189,Bronx,USA,NY,10469,Quaking Trail,197
11190,Mission,USA,TX,78572,Harvest Apple Freeway,6449
11191,Austin,USA,TX,78753,Little Deer Wood,6292
11192,Caguas,Puerto Rico,PR,725,Cotton Horse Common,3692
11193,Caguas,Puerto Rico,PR,725,Jagged Lake Avenue,5486
11194,Caguas,Puerto Rico,PR,725,Sunny Run,5016
11195,Bristol,USA,CT,6010,Heather Trace,2042
11196,Brooklyn,USA,NY,11210,Quiet Loop,5561
11197,Honolulu,USA,HI,96819,Stony Barn Heath,8570
11198,Baltimore,USA,MD,21215,Crystal Timber Gardens,2070
11199,Lake Forest,USA,CA,92630,Broad Autoroute,5875
11200,Portland,USA,OR,97229,Cinder Beacon Mews,914
11201,San Francisco,USA,CA,94109,Burning Embers Farms,5888
11202,Pompano Beach,USA,FL,33068,Velvet Pony Front,6481
11203,Austin,USA,TX,78753,Red Oak Bank,8550
11204,Bronx,USA,NY,10460,Lazy Blossom Isle,7119
11205,Detroit,USA,MI,48235,High Heights,7538
11206,Longmont,USA,CO,80501,Middle Forest Autoroute,9684
11207,Levittown,USA,NY,11756,Noble Brook Landing,5459
11208,Jacksonville,USA,FL,32225,Emerald Private,4362
11209,Caguas,Puerto Rico,PR,725,Umber Centre,2108
11210,Princeton,USA,NJ,8540,Tawny Bluff Forest,6864
11211,Bridgeton,USA,NJ,8302,Sunny Crossing,8369
11212,Caguas,Puerto Rico,PR,725,Quaking Stead,7464
11213,Caguas,Puerto Rico,PR,725,Silent Farms ,5630
11214,Carlsbad,USA,CA,92009,Indian Point,4554
11215,Fort Lauderdale,USA,FL,33312,Bright Path,5990
11216,Bismarck,USA,ND,58501,Colonial Gardens,9126
11217,Humacao,Puerto Rico,PR,791,Colonial Branch Row,7625
11218,Los Angeles,USA,CA,90024,Amber View,7909
11219,Riverside,USA,CA,92503,Silent Pine Harbour,1124
11220,Caguas,Puerto Rico,PR,725,Tawny Limits,1793
11221,Caguas,Puerto Rico,PR,725,Merry Beacon Heath,5299
11222,Ypsilanti,USA,MI,48197,Tawny Lake Freeway,5864
11223,Bakersfield,USA,CA,93308,Lazy Lane,6324
11224,Tempe,USA,AZ,85281,Clear Valley,2833
11225,Middletown,USA,CT,6457,Clear Anchor Round,8478
11226,Caguas,Puerto Rico,PR,725,Clear Fox View,6801
11227,Mission Viejo,USA,CA,92692,Jagged Nook,7377
11228,Cicero,USA,IL,60804,Iron Fawn Mall ,7868
11229,San Francisco,USA,CA,94110,Lost Rabbit Ramp,8834
11230,Oceanside,USA,CA,92054,Grand Blossom Ledge,8033
11231,Caguas,Puerto Rico,PR,725,Merry Pointe,8307
11232,Huntington Beach,USA,CA,92647,Old Shadow Rise,5202
11233,Hayward,USA,CA,94541,Emerald Path,5363
11234,Medina,USA,OH,44256,Blue Circuit,1454
11235,Phoenix,USA,AZ,85029,Silent Bend,1200
11236,La Mesa,USA,CA,91941,Cozy Beach,7011
11237,Chicago,USA,IL,60608,Lost Concession,1063
11238,Troy,USA,NY,12180,Silver Rabbit Island,4563
11239,Aurora,USA,CO,80010,Old Quay,2714
11240,San Diego,USA,CA,92115,Noble Mountain Gate,8344
11241,San Marcos,USA,CA,92069,Heather Acres,1701
11242,Caguas,Puerto Rico,PR,725,Sleepy Lane,5041
11243,Caguas,Puerto Rico,PR,725,Tawny Swale,3815
11244,Caguas,Puerto Rico,PR,725,Lost Towers,5393
11245,Humacao,Puerto Rico,PR,791,Wishing Mountain Run,6888
11246,Canton,USA,MI,48187,Green Anchor Orchard,3750
11247,Washington,USA,DC,20009,Indian Sky Round,6257
11248,Caguas,Puerto Rico,PR,725,Indian Pony Towers,3482
11249,Caguas,Puerto Rico,PR,725,Quaking Panda Way,1112
11250,Caguas,Puerto Rico,PR,725,Old Walk,9959
11251,San Jose,USA,CA,95122,Sunny Forest Place,1229
11252,Irvington,USA,NJ,7111,Amber Spring Link,8615
11253,Caguas,Puerto Rico,PR,725,Round Dale Woods,3579
11254,La Mesa,USA,CA,91941,Cinder Dale Carrefour,8804
11255,Houston,USA,TX,77072,Green Swale,4079
11256,Caguas,Puerto Rico,PR,725,Broad Glade,7857
11257,Caguas,Puerto Rico,PR,725,Tawny Timber Concession,7539
11258,West Jordan,USA,UT,84084,Bright Pike,4448
11259,Lakewood,USA,NJ,8701,Dewy Circuit,4293
11260,Tampa,USA,FL,33624,Stony Bay,1066
11261,Harvey,USA,IL,60426,Wishing Horse Acres,8414
11262,Jamaica,USA,NY,11432,Grand Route,4599
11263,Santa Ana,USA,CA,92707,Middle Gardens,7236
11264,Lansdale,USA,PA,19446,Cotton Horse Concession,1321
11265,Hollister,USA,CA,95023,Noble Branch Knoll,6774
11266,Dallas,USA,TX,75228,Easy Loop,6595
11267,Caguas,Puerto Rico,PR,725,Easy Estates,7994
11268,Caguas,Puerto Rico,PR,725,Cozy River Carrefour,1395
11269,Caguas,Puerto Rico,PR,725,Crystal Quail Jetty,5161
11270,Caguas,Puerto Rico,PR,725,Emerald Concession,5293
11271,Marietta,USA,GA,30066,Bright Way,2248
11272,Edinburg,USA,TX,78539,Middle Acres,6997
11273,Caguas,Puerto Rico,PR,725,Heather Creek Road,4776
11274,Caguas,Puerto Rico,PR,725,Crystal Hills Manor,5087
11275,Diamond Bar,USA,CA,91765,Fallen Bank,5865
11276,Chicago,USA,IL,60615,Cinder Campus,1380
11277,Caguas,Puerto Rico,PR,725,Iron Mountain Lane,5430
11278,Morristown,USA,NJ,7960,Amber Dale,1906
11279,Caguas,Puerto Rico,PR,725,Broad Trace,724
11280,Valrico,USA,FL,33594,Indian Lookout,3996
11281,Chicago,USA,IL,60634,Broad Run,1966
11282,Woodbridge,USA,VA,22192,Tawny Gate Cape,7571
11283,Caguas,Puerto Rico,PR,725,Hazy Wagon  Thicket,2878
11284,Goleta,USA,CA,93117,Grand Park,6876
11285,Caguas,Puerto Rico,PR,725,Quaking Bear Valley,4746
11286,Chicago,USA,IL,60615,Gentle Treasure Farm,5779
11287,Fontana,USA,CA,92336,Velvet Pathway,2830
11288,Palatine,USA,IL,60067,Burning Dale Mountain,7258
11289,Everett,USA,WA,98208,Hidden Round,236
11290,Memphis,USA,TN,38128,Round Barn Gate,3662
11291,Las Vegas,USA,NV,89103,Tawny Campus,2331
11292,Mayaguez,Puerto Rico,PR,680,Shady Wagon  Edge,2535
11293,Encinitas,USA,CA,92024,Cozy Terrace,9920
11294,Los Angeles,USA,CA,90042,Cinder Harbour ,5553
11295,Rochester,USA,NY,14609,Silver Gate Vale,4255
11296,Fremont,USA,CA,94539,Misty Sky Campus,4746
11297,Caguas,Puerto Rico,PR,725,Gentle Way,3691
11298,Seattle,USA,WA,98115,Grand Highway,8967
11299,North Hills,USA,CA,91343,Hidden Downs,5835
11300,Caguas,Puerto Rico,PR,725,Wishing Wagon Bank,5424
11301,Caguas,Puerto Rico,PR,725,Merry Boulevard,9946
11302,Antioch,USA,CA,94509,Stony Arbor,466
11303,Walnut,USA,CA,91789,Dusty Bay,236
11304,Caguas,Puerto Rico,PR,725,Misty Swale,4286
11305,Garden Grove,USA,CA,92843,Pleasant Maze,1102
11306,Greenville,USA,NC,27858,Merry Bear Vista,2299
11307,Germantown,USA,MD,20874,Jagged Dale Park,1801
11308,Aurora,USA,CO,80011,Stony View,3570
11309,Carol Stream,USA,IL,60188,Cozy Grove,5838
11310,Albuquerque,USA,NM,87120,Colonial Line,8368
11311,Miami,USA,FL,33126,Quiet Pioneer Forest,9299
11312,Silver Spring,USA,MD,20906,Gentle Field,3431
11313,Arlington,USA,VA,22204,Crystal Pony Crest,7239
11314,South San Francisco,USA,CA,94080,Thunder Island Court,9414
11315,Fort Washington,USA,MD,20744,Hazy Timber Pointe,3422
11316,Hyattsville,USA,MD,20783,Hazy Butterfly Swale,1607
11317,Caguas,Puerto Rico,PR,725,Crystal Wagon  Wynd,6888
11318,San Jose,USA,CA,95112,Lazy Pony Trace,4384
11319,Caguas,Puerto Rico,PR,725,Tawny Harbour,3760
11320,New Orleans,USA,LA,70122,Green Cider Forest,620
11321,Caguas,Puerto Rico,PR,725,Old Corners,23
11322,Caguas,Puerto Rico,PR,725,Amber Hills Way,62
11323,New York,USA,NY,10040,Stony Route,6415
11324,Albuquerque,USA,NM,87120,Easy Freeway,9416
11325,Caguas,Puerto Rico,PR,725,Harvest Forest Boulevard,5959
11326,Ogden,USA,UT,84404,Shady Bay,8566
11327,Caguas,Puerto Rico,PR,725,Harvest Harbour,720
11328,Caguas,Puerto Rico,PR,725,Merry Circuit,4392
11329,Caguas,Puerto Rico,PR,725,Foggy Vale,3305
11330,Caguas,Puerto Rico,PR,725,Velvet End,8187
11331,Moreno Valley,USA,CA,92557,Indian Zephyr Limits,6695
11332,Caguas,Puerto Rico,PR,725,Umber Manor,1744
11333,Caguas,Puerto Rico,PR,725,Emerald Key,4136
11334,Brooklyn,USA,NY,11223,Wishing Wood,9317
11335,Santa Ana,USA,CA,92703,Amber Barn Turnabout,2578
11336,Caguas,Puerto Rico,PR,725,Red Thicket,4767
11337,Caguas,Puerto Rico,PR,725,Blue Port,1027
11338,Atlanta,USA,GA,30318,Clear Isle,8189
11339,Philadelphia,USA,PA,19124,Clear Centre,5841
11340,Orlando,USA,FL,32808,Green Cider Court,3709
11341,Chicago,USA,IL,60636,Emerald Terrace,7494
11342,Bayamon,Puerto Rico,PR,957,Iron Front,1564
11343,Hamtramck,USA,MI,48212,Broad Forest,8621
11344,Caguas,Puerto Rico,PR,725,Lost Hollow,3796
11345,Potomac,USA,MD,20854,Grand Treasure Row,1082
11346,Hollister,USA,CA,95023,Emerald Oak Plaza,9304
11347,Caguas,Puerto Rico,PR,725,Lazy Hollow,2974
11348,Corona,USA,NY,11368,Wishing Branch By-pass,8924
11349,New Bedford,USA,MA,2740,Bright Hills Gardens,5520
11350,Visalia,USA,CA,93277,Lost Dale Estates,1381
11351,Caguas,Puerto Rico,PR,725,Tawny Key,6391
11352,Caguas,Puerto Rico,PR,725,Dewy Nectar Inlet,6888
11353,Caguas,Puerto Rico,PR,725,Cotton Branch Highway,7910
11354,Laguna Hills,USA,CA,92653,Iron Beach,9451
11355,Enfield,USA,CT,6082,Lazy Manor,6714
11356,Caguas,Puerto Rico,PR,725,Honey Branch Green,9228
11357,Hanford,USA,CA,93230,Fallen Field,6815
11358,Tucson,USA,AZ,85710,Thunder Treasure Nook,1800
11359,Hyattsville,USA,MD,20783,Heather Extension,63
11360,Caguas,Puerto Rico,PR,725,Harvest Vista ,5835
11361,Caguas,Puerto Rico,PR,725,Merry Leaf Harbour,9430
11362,Long Beach,USA,CA,90813,Cinder Link,7581
11363,New York,USA,NY,10016,Lazy Robin Drive,6449
11364,Caguas,Puerto Rico,PR,725,Rustic Butterfly Byway,8811
11365,Caguas,Puerto Rico,PR,725,Crystal Willow Villas,7312
11366,Ithaca,USA,NY,14850,Honey Pines ,8434
11367,Caguas,Puerto Rico,PR,725,Clear Gardens,2225
11368,San Diego,USA,CA,92105,Thunder Edge,1980
11369,Hanford,USA,CA,93230,Red Elk Trail,4741
11370,Los Angeles,USA,CA,90033,Indian Way,9279
11371,San Sebastian,Puerto Rico,PR,685,High Log Boulevard,9193
11372,Charlotte,USA,NC,28205,Bright Isle,1669
11373,Caguas,Puerto Rico,PR,725,High Berry Path,1681
11374,Philadelphia,USA,PA,19144,Emerald Concession,5293
11375,Caguas,Puerto Rico,PR,725,Colonial Wynd,9154
11376,Eugene,USA,OR,97405,High Villas ,57
11377,Caguas,Puerto Rico,PR,725,Wishing View Pathway,2447
11378,Lancaster,USA,OH,43130,Silent Court,9899
11379,Philadelphia,USA,PA,19145,Pleasant Dale Farm,6140
11380,Annapolis,USA,MD,21401,Honey Rise,9699
11381,Dubuque,USA,IA,52001,Emerald Knoll ,3440
11382,Caguas,Puerto Rico,PR,725,Noble Ramp,1952
11383,Caguas,Puerto Rico,PR,725,Fallen Lane,1840
11384,West Chester,USA,PA,19380,Hazy Inlet,3520
11385,Caguas,Puerto Rico,PR,725,Noble Branch Knoll,6774
11386,Eugene,USA,OR,97405,Middle Embers Campus,2337
11387,Longmont,USA,CO,80501,Rocky Nectar Crossing,3465
11388,Brownsville,USA,TX,78521,Noble Mall ,472
11389,Chicago,USA,IL,60617,Sunny Rabbit Front,5622
11390,Piscataway,USA,NJ,8854,Harvest Avenue ,3892
11391,West Chester,USA,PA,19380,Burning Extension,1972
11392,Caguas,Puerto Rico,PR,725,Dewy Fawn Farms,8344
11393,Hacienda Heights,USA,CA,91745,Grand Crescent,3922
11394,Hamtramck,USA,MI,48212,Noble Elk Loop,8428
11395,Caguas,Puerto Rico,PR,725,Golden Promenade,6391
11396,Caguas,Puerto Rico,PR,725,Dewy Forest Manor,1831
11397,Wheeling,USA,WV,26003,Silent View ,8777
11398,Caguas,Puerto Rico,PR,725,Shady Green,1020
11399,Caguas,Puerto Rico,PR,725,Golden Meadow,6460
11400,Caguas,Puerto Rico,PR,725,Foggy Court,7096
11401,Marrero,USA,LA,70072,Cinder Oak Glade,547
11402,Jackson Heights,USA,NY,11372,Sleepy View Downs,3257
11403,Caguas,Puerto Rico,PR,725,Amber Row,7168
11404,Sylmar,USA,CA,91342,Cozy Fox Acres,4733
11405,New York,USA,NY,10011,Iron Mountain Lane,5430
11406,Caguas,Puerto Rico,PR,725,Burning By-pass ,5656
11407,Ogden,USA,UT,84404,Colonial Autumn Line,7814
11408,Tempe,USA,AZ,85281,Lost Estates,153
11409,Marietta,USA,GA,30067,Clear River Key,6115
11410,Orange Park,USA,FL,32073,Sleepy Beacon Bend,3240
11411,Raleigh,USA,NC,27610,Green Hills Promenade,4746
